"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(24,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(1,)","(0,)"
"(30,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)","(1,)"
"(0,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(0,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(11,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)"
"(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)"
"(0,)","(0,)","(2,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)"
"(5,)","(6,)","(9,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)"
"(11,)","(13,)","(15,)","(16,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)"
"(20,)","(20,)","(18,)","(20,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(1,)"
"(23,)","(24,)","(24,)","(25,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(29,)","(30,)","(29,)","(28,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(2,)","(1,)"
"(32,)","(33,)","(34,)","(31,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(35,)","(35,)","(35,)","(35,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(2,)","(2,)"
"(36,)","(37,)","(36,)","(37,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(1,)","(1,)"
"(37,)","(37,)","(38,)","(38,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(1,)","(1,)"
"(60,)","(74,)","(36,)","(36,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)"
"(4,)","(41,)","(4,)","(15,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)"
"(19,)","(17,)","(19,)","(19,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(1,)"
"(15,)","(14,)","(16,)","(16,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)"
"(13,)","(13,)","(14,)","(14,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)"
"(23,)","(15,)","(16,)","(16,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)"
"(19,)","(21,)","(18,)","(19,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(24,)","(22,)","(24,)","(24,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(1,)","(1,)"
"(44,)","(28,)","(28,)","(28,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)"
"(37,)","(31,)","(34,)","(32,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(1,)","(2,)"
"(35,)","(35,)","(36,)","(33,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(2,)","(1,)"
"(37,)","(38,)","(39,)","(38,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(1,)","(1,)"
"(39,)","(40,)","(40,)","(39,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(2,)","(1,)"
"(39,)","(41,)","(41,)","(42,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(2,)","(2,)"
"(43,)","(41,)","(43,)","(43,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(2,)","(2,)"
"(43,)","(43,)","(45,)","(44,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(1,)"
"(72,)","(47,)","(72,)","(45,)","(20,)","(20,)","(20,)","(20,)","(3,)","(1,)","(2,)","(2,)"
"(68,)","(43,)","(43,)","(45,)","(48,)","(49,)","(49,)","(49,)","(2,)","(1,)","(2,)","(2,)"
"(44,)","(45,)","(83,)","(43,)","(46,)","(46,)","(47,)","(47,)","(1,)","(2,)","(2,)","(2,)"
"(44,)","(47,)","(45,)","(43,)","(43,)","(43,)","(42,)","(42,)","(2,)","(1,)","(2,)","(2,)"
"(44,)","(46,)","(45,)","(45,)","(45,)","(45,)","(45,)","(45,)","(1,)","(2,)","(1,)","(2,)"
"(49,)","(51,)","(48,)","(45,)","(45,)","(45,)","(44,)","(45,)","(2,)","(2,)","(2,)","(2,)"
"(53,)","(54,)","(50,)","(47,)","(45,)","(45,)","(44,)","(45,)","(2,)","(2,)","(2,)","(2,)"
"(50,)","(52,)","(52,)","(50,)","(45,)","(45,)","(44,)","(45,)","(2,)","(2,)","(2,)","(2,)"
"(91,)","(90,)","(91,)","(88,)","(37,)","(37,)","(37,)","(37,)","(2,)","(3,)","(2,)","(2,)"
"(49,)","(98,)","(56,)","(53,)","(7,)","(5,)","(6,)","(6,)","(2,)","(4,)","(2,)","(1,)"
"(40,)","(78,)","(72,)","(48,)","(-24,)","(-30,)","(-29,)","(-29,)","(2,)","(3,)","(2,)","(2,)"
"(35,)","(42,)","(78,)","(111,)","(-50,)","(-55,)","(-54,)","(-54,)","(2,)","(2,)","(1,)","(2,)"
"(41,)","(42,)","(45,)","(45,)","(-44,)","(-41,)","(-42,)","(-41,)","(2,)","(2,)","(2,)","(2,)"
"(44,)","(45,)","(45,)","(46,)","(-44,)","(-44,)","(-44,)","(-44,)","(1,)","(2,)","(1,)","(2,)"
"(46,)","(48,)","(48,)","(48,)","(-44,)","(-45,)","(-45,)","(-45,)","(2,)","(2,)","(2,)","(2,)"
"(49,)","(49,)","(50,)","(49,)","(-44,)","(-45,)","(-45,)","(-44,)","(2,)","(2,)","(2,)","(2,)"
"(50,)","(50,)","(51,)","(49,)","(-44,)","(-45,)","(-45,)","(-44,)","(2,)","(2,)","(2,)","(1,)"
"(46,)","(49,)","(53,)","(51,)","(-44,)","(-45,)","(-45,)","(-44,)","(2,)","(2,)","(2,)","(2,)"
"(50,)","(51,)","(53,)","(51,)","(-44,)","(-45,)","(-45,)","(-44,)","(2,)","(2,)","(2,)","(2,)"
"(53,)","(50,)","(53,)","(51,)","(-44,)","(-45,)","(-45,)","(-44,)","(1,)","(2,)","(2,)","(2,)"
"(74,)","(108,)","(66,)","(108,)","(-66,)","(-67,)","(-66,)","(-66,)","(2,)","(3,)","(2,)","(3,)"
"(39,)","(76,)","(71,)","(39,)","(-97,)","(-103,)","(-101,)","(-101,)","(1,)","(3,)","(3,)","(1,)"
"(41,)","(83,)","(43,)","(70,)","(-129,)","(-139,)","(-137,)","(-138,)","(1,)","(2,)","(2,)","(1,)"
"(41,)","(38,)","(74,)","(52,)","(-138,)","(-136,)","(-138,)","(-137,)","(1,)","(1,)","(2,)","(2,)"
"(44,)","(41,)","(51,)","(49,)","(-132,)","(-131,)","(-130,)","(-129,)","(1,)","(2,)","(2,)","(2,)"
"(44,)","(49,)","(45,)","(39,)","(-134,)","(-135,)","(-135,)","(-135,)","(2,)","(2,)","(2,)","(2,)"
"(43,)","(49,)","(47,)","(46,)","(-134,)","(-133,)","(-133,)","(-133,)","(1,)","(2,)","(2,)","(2,)"
"(49,)","(51,)","(51,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(52,)","(51,)","(51,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(50,)","(53,)","(51,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(1,)","(2,)"
"(50,)","(51,)","(50,)","(51,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(52,)","(53,)","(51,)","(51,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(51,)","(49,)","(51,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(1,)","(2,)","(2,)"
"(51,)","(53,)","(52,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(50,)","(51,)","(52,)","(47,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(1,)"
"(51,)","(53,)","(50,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(52,)","(51,)","(52,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(51,)","(52,)","(51,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(51,)","(53,)","(51,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(53,)","(53,)","(52,)","(51,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(51,)","(53,)","(52,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(51,)","(52,)","(51,)","(49,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(1,)"
"(50,)","(52,)","(52,)","(50,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
"(52,)","(52,)","(50,)","(52,)","(-134,)","(-133,)","(-133,)","(-133,)","(2,)","(2,)","(2,)","(2,)"
